request_id,completion_time,response_time,ttft,workload_type,utility,model_type
637,254.98453207727005,1.9078938563752104,1.0128301695906998,dev,1,D
637,254.99604787073105,7.510286200616122,1.017179647944232,dev,1,D
294,255.20481034294698,11.156051365027992,1.0183433201064531,dev,1,D
294,255.21553402965327,8.767489880892157,1.0177276219442888,dev,1,D
389,255.2443968280533,7.246505198395994,1.017376169391241,prod,1,D
637,255.4035479655695,4.40111823890814,1.0138048940837336,dev,1,D
637,255.42282207132345,4.251999034139601,1.0162254345761994,dev,1,D
637,255.444269444736,1.9810224774411438,1.0172741027034817,dev,1,D
637,255.50841602801697,2.3619407087564355,1.0128274604213061,dev,1,D
637,255.56794753781955,1.013242426140323,1.007525417616307,dev,1,D
384,255.64448342805167,3.380408560589842,1.0111848608463276,dev,1,D
294,255.65520721126532,9.440912525296227,1.016250866280842,dev,1,D
294,255.65935100742715,7.980799121264681,1.0159621477404528,dev,1,D
389,255.73766386291663,9.261859935828284,1.0180062762781006,prod,1,D
637,255.7395272971789,1.46295713461231,1.0175682473257837,dev,1,D
384,255.74513972901838,3.1932088469510234,1.0170211763426948,dev,1,D
573,255.8110877289491,4.953432341175528,1.0100297546750028,prod,1,C
106,255.9573509633793,15.070340692488685,10.151869966291287,prod,1,A
573,256.00845138194825,18.254981378733248,1.7465749728693538,prod,1,C
294,256.02241437199706,8.021148639659373,1.0199182702264409,dev,1,D
637,256.1427893279824,6.193106998743048,1.0163139710033988,dev,1,D
456,256.3490914871751,5.39165690987673,1.0103239429828363,prod,1,C
637,256.35944472037033,3.1915221242046243,1.0173650463933939,dev,1,D
573,256.4231079151362,10.859096592296225,2.5552881674061894,prod,1,C
637,256.4331370565553,5.441431016600262,1.01487534776345,dev,1,D
573,256.4447995273488,4.689442537758822,1.0182979094426798,prod,1,C
254,256.6774939467481,2.6774939467480863,1.0160150166596225,prod,3,D
297,256.77920804467897,83.17264892330923,1.1421801358397374,prod,1,A
637,256.84887686630134,3.635024412174033,1.0198231546289378,dev,1,D
637,256.9561137333641,5.668406831933055,1.0177695003903295,dev,1,D
384,256.99772665329255,4.293977011847062,1.0146402738970153,dev,1,D
384,257.05121914253164,1.835685112878366,1.0206812559214313,dev,1,D
637,257.0628556316223,5.251618136002747,1.0185396943547573,dev,1,D
384,257.07871983836554,1.873909495418559,1.0180893970124316,dev,1,D
384,257.17990454109537,4.9051059869272535,1.0130634030391548,dev,1,D
637,257.2022635588039,2.2177314815338605,1.011000581854887,dev,1,D
637,257.2137689555268,5.786718077024403,1.0174504357964338,dev,1,D
637,257.27026630523596,1.5307390080570542,1.0123428193183202,dev,1,D
384,257.2979858277587,1.6386348203315322,1.0166708351193563,dev,1,D
637,257.45052345365406,4.1591539453814335,1.0166919189970542,dev,1,D
257,257.4777749682345,11.672946883925164,1.0209364994797454,prod,1,C
127,257.6689610736235,41.19411141229813,1.1828190382283026,prod,1,A
257,257.83402870843474,21.517020920380702,1.0197220617976939,prod,1,C
257,257.83647325825547,15.812989662698811,8.700121028936792,prod,1,C
294,257.8615489679236,11.392057542257334,1.4030912242845375,dev,1,D
107,257.93910972264496,10.214604724907105,1.0166936269922644,prod,1,C
637,258.0492370672787,2.540821039261715,1.0198745187143743,dev,1,D
573,258.16235288936093,15.656074734301882,1.6816632442936168,prod,1,C
637,258.1789007590915,2.7753527935220177,1.0173644804191895,dev,1,D
637,258.2094205131619,4.537484641801257,1.01075999580695,dev,1,D
384,258.2341290925124,1.0542245514170077,1.011330383636107,dev,1,D
365,258.2503039978463,5.986229130384459,1.0173953807032774,dev,0,D
257,258.2649778041143,9.707201148011507,1.010053018250261,prod,1,C
107,258.2760518627244,8.748176522739499,1.0143724055113523,prod,1,C
294,258.27636574504504,10.592906148051668,1.0193372273588466,dev,1,D
573,258.2804245097478,6.525067520157819,1.0183307539535633,prod,1,C
573,258.29919706945316,14.599696605766212,9.355208266342089,prod,1,C
